date,adjusted_close
2026-04-02,27.76000023
2026-04-06,29.15999985
2026-04-07,29.44000053
2026-04-08,32.47000122
2026-04-09,32.38000107
2026-04-10,32.43000031
2026-04-13,33.54999924
2026-04-14,35.56999969
2026-04-15,34.47000122
2026-04-16,35.04000092
2026-04-17,35.59000015
2026-04-20,35.06999969
2026-04-21,34.93000031
2026-04-22,37.29999924
2026-04-23,36.36000061
2026-04-24,37.20000076
2026-04-27,38.56999969
2026-04-28,37.33000183
2026-04-29,38.22999954
2026-04-30,39.33000183
2026-05-01,40.40999985
2026-05-04,42.47000122
2026-05-05,46.29000092
2026-05-06,48.68000031
2026-05-07,46.54999924
2026-05-08,52.79999924
2026-05-11,55.08000183
2026-05-12,51.29999924
2026-05-13,54.54000092
2026-05-14,53.79000092
2026-05-15,51.09999847
2026-05-18,49.31999969
2026-05-19,49.77000046
2026-05-20,51.50999832
2026-05-21,54.34000015
2026-05-22,52.81999969
2026-05-26,60.50999832
2026-05-27,60.72999954
2026-05-28,62.56999969
2026-05-29,63.20000076
2026-06-01,68.00000000
2026-06-02,69.56999969
2026-06-03,69.70999908
2026-06-04,65.69999695
2026-06-05,55.79000092
2026-06-08,60.52000046
2026-06-09,59.86000061
2026-06-10,57.36999893
2026-06-11,65.12000275
2026-06-12,65.01000214
2026-06-15,71.06999969
2026-06-16,68.12000275
2026-06-17,69.94999695
