date,adjusted_close
2000-06-05,41.90112305
2000-06-06,40.17624664
2000-06-07,40.83965683
2000-06-08,41.02540970
2000-06-09,41.87458038
2000-06-12,40.25585556
2000-06-13,41.95419312
2000-06-14,40.14971161
2000-06-15,40.49468613
2000-06-16,40.76004791
2000-06-19,43.51984406
2000-06-20,44.15672302
2000-06-21,44.34247208
2000-06-22,42.13993835
2000-06-23,41.39692307
2000-06-26,41.39692307
2000-06-27,40.07009888
2000-06-28,40.28239441
2000-06-29,39.35361481
2000-06-30,39.91088486
2000-07-03,40.81311035
2000-07-05,37.62873840
2000-07-06,39.16786575
2000-07-07,40.44160843
2000-07-10,40.38854599
2000-07-11,39.75165558
2000-07-12,40.73350906
2000-07-13,41.76843643
2000-07-14,43.04219055
2000-07-17,43.70560074
2000-07-18,41.79497147
2000-07-19,40.30893326
2000-07-20,39.67205429
2000-07-21,38.05331802
2000-07-24,37.89410782
2000-07-25,39.40668869
2000-07-26,37.68181229
2000-07-27,35.10777283
2000-07-28,34.78934479
2000-07-31,35.93040848
2000-08-01,34.73627090
2000-08-02,34.39128876
2000-08-03,34.33821869
2000-08-04,33.40943909
2000-08-07,34.39128876
2000-08-08,34.41782761
2000-08-09,35.42620850
2000-08-10,34.57704544
2000-08-11,35.10777283
2000-08-14,37.25723267
2000-08-15,38.47790527
2000-08-16,39.59244156
2000-08-17,40.36199951
2000-08-18,41.37038803
2000-08-21,40.33546829
2000-08-22,40.73350906
2000-08-23,42.35224152
2000-08-24,42.13993835
2000-08-25,41.60921097
2000-08-28,41.82151413
2000-08-29,41.50307083
2000-08-30,41.10503006
2000-08-31,41.90112305
2000-09-01,41.55614090
2000-09-05,40.38854599
2000-09-06,37.81449509
2000-09-07,39.06171036
2000-09-08,37.20417023
2000-09-11,36.62035751
2000-09-12,35.74465179
2000-09-13,36.03654861
2000-09-14,36.01000977
2000-09-15,35.13431549
2000-09-18,34.39128876
2000-09-19,36.96533203
2000-09-20,37.25723267
2000-09-21,35.77119064
2000-09-22,33.17060852
2000-09-25,31.42345047
2000-09-26,31.10075951
2000-09-27,30.78232765
2000-09-28,31.73764420
2000-09-29,30.18790436
2000-10-02,29.50857162
2000-10-03,29.06275940
2000-10-04,30.57003784
2000-10-05,29.80578423
2000-10-06,28.74432182
2000-10-09,28.23482132
2000-10-10,25.61939049
2000-10-11,25.45379829
2000-10-12,24.88061142
2000-10-13,27.49180412
2000-10-16,25.92083931
2000-10-17,24.51122284
2000-10-18,24.03144264
2000-10-19,27.91638565
2000-10-20,28.34097099
2000-10-23,28.99908066
2000-10-24,27.06721497
2000-10-25,24.96128464
2000-10-26,26.26051140
2000-10-27,26.19681740
2000-10-30,26.37939453
2000-10-31,27.91638565
2000-11-01,26.91861725
2000-11-02,27.59794807
2000-11-03,27.38141060
2000-11-06,27.38565826
2000-11-07,26.10766220
2000-11-08,24.05267525
2000-11-09,23.98898506
2000-11-10,22.50294113
2000-11-13,23.47948837
2000-11-14,24.81692505
2000-11-15,25.94207191
2000-11-16,24.54094315
2000-11-17,24.47725868
2000-11-20,24.15881920
2000-11-21,23.64507484
2000-11-22,23.13982010
2000-11-24,24.83391190
2000-11-27,23.47948837
2000-11-28,21.86606789
2000-11-29,22.11657143
2000-11-30,20.38002396
2000-12-01,20.21868324
2000-12-04,20.36304092
2000-12-05,22.49869728
2000-12-06,21.56885719
2000-12-07,21.13578415
2000-12-08,23.45825577
2000-12-11,25.13536263
2000-12-12,24.28619576
2000-12-13,22.65154839
2000-12-14,22.38406372
2000-12-15,21.78114891
2000-12-18,21.75992203
2000-12-19,21.48394203
2000-12-20,20.21018982
2000-12-21,20.16773415
2000-12-22,21.54763031
2000-12-26,21.31410599
2000-12-27,22.35433960
2000-12-28,21.76841164
2000-12-29,20.80460548
2001-01-02,20.50740051
2001-01-03,23.88283920
2001-01-04,23.14406586
2001-01-05,21.75992203
2001-01-08,22.07411385
2001-01-09,21.69622993
2001-01-10,22.63031960
2001-01-11,23.87010384
2001-01-12,23.54317093
2001-01-16,22.71523094
2001-01-17,23.90831757
2001-01-18,25.26273918
2001-01-19,25.35190010
2001-01-22,24.73200798
2001-01-23,24.90184021
2001-01-24,24.85938072
2001-01-25,23.94652939
2001-01-26,24.05267525
2001-01-29,24.68954659
2001-01-30,25.13536263
2001-01-31,25.05469131
2001-02-01,24.90184021
2001-02-02,23.81914711
2001-02-05,22.88082123
2001-02-06,22.93177414
2001-02-07,22.18450356
2001-02-08,21.87880516
2001-02-09,21.61131477
2001-02-12,22.05288315
2001-02-13,21.47545433
2001-02-14,22.93177414
2001-02-15,23.77669525
2001-02-16,22.34159851
2001-02-20,20.67723083
2001-02-21,20.46493721
2001-02-22,20.16773415
2001-02-23,20.12527466
2001-02-26,19.53085518
2001-02-27,18.71565628
2001-02-28,17.76883316
2001-03-01,18.93643761
2001-03-02,19.25063133
2001-03-05,19.95968437
2001-03-06,21.05511284
2001-03-07,20.88952255
2001-03-08,20.88952255
2001-03-09,19.52661324
2001-03-12,18.76660919
2001-03-13,19.70069122
2001-03-14,19.48839760
2001-03-15,18.95342064
2001-03-16,18.36749649
2001-03-19,19.10627174
2001-03-20,17.93866730
2001-03-21,18.55006790
2001-03-22,20.46918869
2001-03-23,20.93198395
2001-03-26,20.18471718
2001-03-27,20.29510689
2001-03-28,18.80906296
2001-03-29,18.38447952
2001-03-30,17.61598587
2001-04-02,16.43139458
2001-04-03,15.96434879
2001-04-04,14.98780632
2001-04-05,17.02581024
2001-04-06,15.86245346
2001-04-09,15.45485210
2001-04-10,16.85597992
2001-04-11,18.67744446
2001-04-12,19.67946243
2001-04-16,18.67744446
2001-04-17,18.66046143
2001-04-18,21.05935669
2001-04-19,22.50294113
2001-04-20,22.01467323
2001-04-23,20.74091721
2001-04-24,20.21018982
2001-04-25,20.59231758
2001-04-26,20.01912689
2001-04-27,21.01689720
2001-04-30,21.78114891
2001-05-01,22.05712700
2001-05-02,22.41803169
2001-05-03,21.42874718
2001-05-04,21.46271133
2001-05-07,21.35657120
2001-05-08,21.65802002
2001-05-09,20.84706306
2001-05-10,20.76215363
2001-05-11,20.44371033
2001-05-14,19.97666550
2001-05-15,20.08281708
2001-05-16,21.18673325
2001-05-17,21.52640152
